1612
0,16.242
1,15.828
2,15.828
3,16.414
4,15.828
5,16
6,16
7,15.656
8,15.414
9,15.414
10,15
11,15
12,15.414
13,14.828
14,13.828
15,14
16,13.828
17,13.414
18,13.414
19,12.828
20,13.414
21,12.828
22,12
23,12
24,11.242
25,11.828
26,11
27,11.828
28,11.414
29,10.828
30,10
31,10.828
32,10.414
33,9.828
34,9
35,9
36,9
37,9
38,9
39,9
40,16
41,15.828
42,15.656
43,16.414
44,16.414
45,16
46,15.414
47,15
48,14.828
49,15.828
50,15
51,14.828
52,15
53,14.656
54,14
55,13.828
56,13.828
57,13
58,13
59,12.828
60,13.414
61,13
62,12.414
63,12
64,12
65,11.828
66,11
67,11.828
68,11
69,10.828
70,10.414
71,10.828
72,9.828
73,10.242
74,10
75,10
76,9
77,9
78,8.828
79,9
80,16
81,15.828
82,15.414
83,15.828
84,15.828
85,15.242
86,15.828
87,15.828
88,15.414
89,15
90,15
91,15.242
92,14.414
93,14
94,14
95,14
96,13.828
97,12.828
98,12.828
99,13
100,12.828
101,12
102,11.828
103,12
104,11.828
105,11.414
106,11
107,11
108,11
109,10.414
110,10.414
111,10.242
112,10.828
113,10
114,10
115,9
116,9
117,9
118,8.828
119,9
120,15.828
121,16
122,15.828
123,15.656
124,15
125,15
126,15.828
127,15.828
128,15.828
129,15.828
130,15.414
131,14.828
132,14
133,13.828
134,13.828
135,14
136,13.414
137,13
138,13.414
139,12.828
140,12.414
141,12.828
142,12
143,12
144,12.414
145,11.828
146,11
147,11
148,11
149,10.414
150,10.828
151,10.828
152,10
153,9.828
154,9
155,9
156,9
157,9
158,9.414
159,8.828
160,15.828
161,15.656
162,15.414
163,15.414
164,14.828
165,15.828
166,15.242
167,16
168,15.414
169,15
170,14.828
171,14
172,14
173,14.414
174,13.828
175,13.828
176,14
177,13.414
178,13
179,13
180,12.828
181,12.414
182,12
183,11.828
184,12
185,11.414
186,10.828
187,11
188,10
189,10
190,10.414
191,10
192,10.414
193,9.828
194,10
195,9.414
196,9
197,9
198,9
199,9
200,15.656
201,16.242
202,15.414
203,15.414
204,15
205,15.828
206,16
207,15.828
208,15
209,15
210,14.414
211,13.828
212,13.828
213,14.828
214,14
215,14
216,13.414
217,13
218,13
219,12.414
220,12.414
221,12
222,11.828
223,12.414
224,12
225,11
226,11
227,11
228,10.828
229,10
230,10
231,10.414
232,9.828
233,9
234,9
235,10
236,10
237,10
238,10
239,10
240,16.242
241,16.828
242,15.828
243,15.828
244,15.828
245,16
246,15.828
247,15
248,15
249,14.828
250,15
251,14.828
252,14.828
253,14.414
254,13.828
255,14.414
256,13.828
257,13
258,12.828
259,12.414
260,11.828
261,11.828
262,11
263,11.414
264,12
265,12
266,12
267,11
268,11
269,10
270,10
271,9.828
272,9
273,9
274,9
275,9.828
276,9.414
277,9
278,9
279,9.828
280,16.414
281,17
282,16.414
283,16.242
284,16.414
285,15.828
286,15
287,15.414
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,14
296,13.828
297,13
298,13
299,12.414
300,12.414
301,11.414
302,11
303,10.828
304,11
305,11.414
306,11.414
307,11
308,10.414
309,10
310,9.414
311,9.828
312,9.414
313,9.828
314,9
315,9
316,9
317,9
318,10
319,10
320,17.242
321,16.828
322,16.828
323,16.828
324,16.242
325,15.414
326,15
327,15.828
328,0
329,51.656
330,51.828
331,51.07
332,51.484
333,50.898
334,0
335,13.414
336,13.414
337,12.828
338,13
339,12
340,12
341,11.414
342,11
343,11
344,11.414
345,10.828
346,11
347,10.414
348,10
349,10
350,10.414
351,10.414
352,10
353,10
354,10
355,10
356,9.414
357,10
358,10
359,10
360,17.828
361,17.656
362,17.414
363,16.828
364,16.828
365,16
366,16
367,15.828
368,0
369,50.656
370,51.484
371,51.07
372,50.656
373,51.414
374,0
375,13.828
376,12.828
377,12.828
378,12
379,11.828
380,11.414
381,10.828
382,11.414
383,11.414
384,10.828
385,10.414
386,11
387,11
388,10.414
389,10
390,10
391,10.828
392,10
393,10.414
394,10
395,10
396,10
397,10
398,10
399,10
400,18.828
401,18.242
402,17.898
403,17
404,16.414
405,15.828
406,15.414
407,15.414
408,0
409,51.656
410,52.07
411,51.242
412,51.07
413,50.484
414,0
415,13.656
416,13
417,12.414
418,12
419,11
420,10.828
421,11
422,11
423,10.828
424,10.414
425,10
426,10
427,10
428,10
429,10
430,10
431,10
432,10
433,10
434,10
435,9.828
436,10
437,10
438,10
439,10
440,18.828
441,18.898
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,51.414
450,51.07
451,51.828
452,51.414
453,50.898
454,0
455,12.828
456,12.656
457,11.828
458,11.828
459,11.828
460,11
461,10
462,10
463,10
464,10
465,9.414
466,9
467,9
468,9
469,9
470,9
471,9
472,9
473,9
474,9
475,9
476,9.828
477,10
478,10
479,10
480,19.828
481,19.828
482,0
483,47.898
484,48.312
485,48.312
486,47.898
487,48
488,0
489,50.968
490,51.242
491,51.656
492,51.07
493,51.07
494,0
495,11.828
496,11.828
497,12
498,11
499,11.414
500,11
501,10
502,9.828
503,10
504,9.828
505,9
506,8
507,8
508,8
509,8
510,8
511,8
512,8
513,8
514,8.414
515,9
516,9
517,9
518,9
519,9
520,20
521,20.414
522,0
523,47.07
524,47.484
525,48.14
526,0
527,0
528,0
529,50.828
530,51.554
531,51.484
532,51.484
533,51.242
534,0
535,10.828
536,11
537,11
538,10.828
539,10.414
540,10
541,9.828
542,9.414
543,9.828
544,9
545,8.828
546,8
547,7.414
548,7
549,7
550,7
551,7
552,7
553,7.414
554,7.828
555,8
556,8
557,8
558,8
559,8.414
560,20.828
561,21.242
562,0
563,46.484
564,47.07
565,47.968
566,48.968
567,48.726
568,0
569,50.382
570,51.14
571,51.312
572,51.242
573,51.484
574,0
575,11
576,11
577,11
578,10.828
579,10
580,9.414
581,9.828
582,8.828
583,9
584,8.484
585,7.828
586,7.656
587,6.828
588,6.414
589,6
590,6
591,6
592,6.414
593,6.828
594,7
595,7
596,7
597,7
598,7.828
599,8
600,21.242
601,21.414
602,0
603,46.898
604,46.726
605,47.554
606,48.14
607,49.07
608,49.726
609,50.726
610,51.554
611,51.968
612,52.14
613,52.312
614,0
615,11.828
616,11.828
617,11.828
618,10.828
619,10.414
620,10.414
621,9.828
622,9
623,8.828
624,7.828
625,7.07
626,6.656
627,6.242
628,5.828
629,5.414
630,5
631,5.414
632,5.828
633,6
634,6.414
635,7
636,7
637,7
638,7.414
639,7
640,21.242
641,21.828
642,0
643,46.07
644,46.382
645,46.796
646,47.796
647,48.796
648,49.796
649,50.726
650,51.554
651,51.312
652,51.968
653,52.14
654,0
655,11.828
656,11
657,11.828
658,11.414
659,10.414
660,9.828
661,9.828
662,9
663,8
664,7.656
665,6.656
666,5.656
667,5.242
668,4.828
669,4.414
670,4
671,4.414
672,4.828
673,5.242
674,5.656
675,6
676,6.414
677,7
678,7
679,7
680,22.242
681,21.828
682,0
683,45.14
684,45.382
685,0
686,0
687,0
688,0
689,51.21
690,52.14
691,52.14
692,52.554
693,53.07
694,0
695,12
696,11.414
697,11
698,10.828
699,10
700,9.828
701,8.828
702,8.828
703,7.828
704,7
705,6.242
706,5.242
707,4.242
708,3.828
709,3.414
710,3
711,3.414
712,3.828
713,4.242
714,5
715,5.828
716,6
717,6
718,6
719,6
720,23.242
721,22.828
722,0
723,44.656
724,44.382
725,0
726,54.898
727,55.312
728,0
729,52.21
730,52.624
731,53.14
732,53.07
733,53.14
734,0
735,12.414
736,11.828
737,11
738,11
739,10.828
740,10
741,9.414
742,8.414
743,7.828
744,6.828
745,5.828
746,4.828
747,3.828
748,2.828
749,2.414
750,2
751,2.414
752,2.828
753,3.828
754,4.828
755,5
756,6
757,6
758,6
759,6
760,24.07
761,23.828
762,0
763,43.726
764,43.382
765,0
766,54.554
767,54.726
768,0
769,53.21
770,53.624
771,54.038
772,53.726
773,53.898
774,0
775,12
776,12
777,12
778,11.828
779,10.828
780,10
781,9
782,8.414
783,7.414
784,6.414
785,5.414
786,4.414
787,3.414
788,2.414
789,1.414
790,1
791,1.414
792,2.414
793,3.414
794,4
795,5
796,6
797,6
798,6
799,6
800,24.828
801,24.656
802,0
803,42.796
804,42.382
805,0
806,55.14
807,54.484
808,53.554
809,53.968
810,54.624
811,54.968
812,54.14
813,54.726
814,0
815,13
816,12.828
817,12.414
818,12
819,11
820,10
821,9
822,8
823,7
824,6
825,5
826,4
827,3
828,2
829,1
830,0
831,1
832,2
833,3
834,4
835,5
836,6
837,6
838,6
839,6.414
840,25.414
841,25.414
842,0
843,41.796
844,41.382
845,0
846,54.484
847,54.484
848,53.726
849,53.242
850,54.14
851,54.312
852,54.312
853,54.07
854,0
855,13.828
856,13.828
857,13.242
858,12.414
859,11.414
860,10.414
861,9.414
862,8.414
863,7.414
864,6.414
865,5.414
866,4.414
867,3.414
868,2.414
869,1.414
870,1
871,1.414
872,2.414
873,3.414
874,4.414
875,5.414
876,6
877,6
878,6
879,6
880,25.828
881,26.414
882,0
883,41.242
884,40.382
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,14.656
896,13.828
897,13.414
898,12.828
899,11.828
900,10.828
901,9.828
902,8.828
903,7.828
904,6.828
905,5.828
906,4.828
907,3.828
908,2.828
909,2.414
910,2
911,2.414
912,2.828
913,3.828
914,4.828
915,5.828
916,6.414
917,6
918,6
919,7
920,26
921,26
922,0
923,40.898
924,39.968
925,38.968
926,37.968
927,36.968
928,35.968
929,34.968
930,34.07
931,34.07
932,33.656
933,33.898
934,0
935,14.828
936,14.656
937,14.242
938,13.242
939,12.242
940,11.242
941,10.242
942,9.242
943,8.242
944,7.242
945,6.242
946,5.242
947,4.242
948,3.828
949,3.414
950,3
951,3.414
952,3.828
953,4.242
954,5
955,6
956,6.828
957,6
958,7
959,7
960,26.828
961,26.828
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,33.554
971,33.484
972,33.898
973,34.07
974,0
975,15.828
976,15.242
977,14.656
978,13.656
979,12.656
980,11.656
981,10.656
982,9.656
983,8.656
984,7.656
985,6.656
986,5.656
987,5.242
988,4.828
989,4.414
990,4
991,4.414
992,4.828
993,5.242
994,5.656
995,6
996,7
997,7
998,7
999,7
1000,26.656
1001,26.414
1002,26.828
